study,country,take_vaccine,take_vaccine_num,age,educ,gender,cluster,weight,yes_vaccine_1,yes_vaccine_2,yes_vaccine_3,yes_vaccine_4,yes_vaccine_5,yes_vaccine_666,no_vaccine_1,no_vaccine_2,no_vaccine_3,no_vaccine_4,no_vaccine_5,no_vaccine_6,no_vaccine_7,no_vaccine_8,no_vaccine_9,no_vaccine_666,trust_vaccine_1,trust_vaccine_2,trust_vaccine_3,trust_vaccine_4,trust_vaccine_5,trust_vaccine_6,trust_vaccine_7,trust_vaccine_8,trust_vaccine_9,trust_vaccine_dk,trust_vaccine_refuse,trust_vaccine_nr,trust_vaccine_666,trust_vaccine_other
col_recovr,Colombia,NA,0,NA,More than secondary,Female,NA,1.4901961088180542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,32,Secondary,Male,NA,1.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,30,Secondary,Female,NA,1.4554455280303955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,53,More than secondary,Female,NA,1.95652174949646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,38,More than secondary,Male,NA,1.4722222089767456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.46875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,34,Secondary,Female,NA,1.2799999713897705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,27,More than secondary,Female,NA,1.4901961088180542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,28,Secondary,Female,NA,1.2799999713897705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,44,Secondary,Female,NA,1.4554455280303955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Male,NA,1.3636363744735718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,22,Secondary,Female,NA,1.46875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,47,Secondary,Female,NA,1.615384578704834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.3684210777282715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.2799999713897705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.4554455280303955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,51,More than secondary,Female,NA,1.4800000190734863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1.4901961088180542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,47,Secondary,Female,NA,1.350000023841858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,22,Secondary,Female,NA,1.4901961088180542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,38,More than secondary,Female,NA,1.649999976158142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.4722222089767456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.3636363744735718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Male,NA,1.4807692766189575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,32,More than secondary,Female,NA,1.2000000476837158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,26,Secondary,Female,NA,1.4554455280303955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,28,More than secondary,Male,NA,2.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,41,Secondary,Male,NA,1.6666666269302368,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.46875,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.4901961088180542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,41,Secondary,Male,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,35,More than secondary,Female,NA,1.350000023841858,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,30,Less than secondary,Female,NA,1.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,42,Secondary,Female,NA,1.46875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,38,Secondary,Female,NA,1.2000000476837158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Male,NA,1.4807692766189575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,No,0,NA,More than secondary,Female,NA,1.4554455280303955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.4166666269302368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.4554455280303955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Male,NA,2.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,NA,More than secondary,Female,NA,1.649999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,19,More than secondary,Female,NA,1.2666666507720947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,18,Secondary,Female,NA,1.8571428060531616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.4800000190734863,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,59,Less than secondary,Male,NA,1.6111111640930176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,18,Secondary,Male,NA,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,28,Secondary,Male,NA,2.142857074737549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,24,Secondary,Female,NA,1.46875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,51,Less than secondary,Female,NA,1.4901961088180542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,37,More than secondary,Female,NA,1.95652174949646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,34,Less than secondary,Female,NA,1.46875,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,31,Secondary,Female,NA,1.2799999713897705,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,33,Secondary,Male,NA,1.575757622718811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,40,Secondary,Male,NA,1.575757622718811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,49,More than secondary,Female,NA,1.2666666507720947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,40,Secondary,Male,NA,1.46875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,29,Secondary,Female,NA,1.2666666507720947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.3636363744735718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,52,Secondary,Male,NA,1.4722222089767456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.4901961088180542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Male,NA,1.575757622718811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,29,More than secondary,Female,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,25,Secondary,Male,NA,1.4722222089767456,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Male,NA,1.6111111640930176,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.2666666507720947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.95652174949646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,18,Secondary,Male,NA,1.46875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.4444444179534912,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.3636363744735718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,42,More than secondary,Female,NA,1.2999999523162842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.649999976158142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1.649999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,23,Secondary,Female,NA,1.3636363744735718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,42,Less than secondary,Female,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Male,NA,1.2857142686843872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,42,Secondary,Female,NA,1.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Male,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,35,Secondary,Female,NA,1.95652174949646,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,31,More than secondary,Female,NA,1.4166666269302368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Less than secondary,Male,NA,1.4807692766189575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.4554455280303955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,44,More than secondary,Female,NA,1.4554455280303955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,20,Secondary,Female,NA,1.4554455280303955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,55,Secondary,Female,NA,1.5714285373687744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,29,Less than secondary,Male,NA,1.4807692766189575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,55,More than secondary,Female,NA,1.615384578704834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,36,Less than secondary,Male,NA,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,23,Secondary,Male,NA,1.1428571939468384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,20,Secondary,Male,NA,2.142857074737549,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,48,Less than secondary,Male,NA,1.4807692766189575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,58,Less than secondary,Male,NA,1.4807692766189575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,24,Secondary,Female,NA,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,45,Secondary,Female,NA,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,35,More than secondary,Female,NA,1.95652174949646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,61,More than secondary,Female,NA,1.4444444179534912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,50,Secondary,Female,NA,1.4901961088180542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,27,More than secondary,Male,NA,1.4722222089767456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,NA,More than secondary,Female,NA,1.4901961088180542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,61,More than secondary,Female,NA,1.470588207244873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,54,Secondary,Male,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,33,More than secondary,Female,NA,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.3636363744735718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.4901961088180542,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,49,More than secondary,Male,NA,1.4722222089767456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,NA,0,43,More than secondary,Female,NA,1.95652174949646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,40,More than secondary,Female,NA,1.649999976158142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Less than secondary,Female,NA,1.4901961088180542,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,46,Secondary,Male,NA,1.5384615659713745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1.4554455280303955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.4901961088180542,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.2666666507720947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,No,0,42,Secondary,Male,NA,1.575757622718811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,35,More than secondary,Female,NA,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,No,0,NA,Secondary,Male,NA,1.6666666269302368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Secondary,Female,NA,1.4554455280303955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Male,NA,1.4807692766189575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,55,Secondary,Female,NA,1.3636363744735718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,23,Secondary,Female,NA,1.4554455280303955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,41,Secondary,Male,NA,1.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,40,Secondary,Male,NA,1.4722222089767456,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,27,More than secondary,Female,NA,1.4901961088180542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Male,NA,1.575757622718811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,28,Secondary,Female,NA,1.95652174949646,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,25,More than secondary,Female,NA,1.2999999523162842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Male,NA,1.3684210777282715,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,Less than secondary,Female,NA,1.649999976158142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,No,0,NA,Secondary,Female,NA,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
col_recovr,Colombia,Yes,1,NA,More than secondary,Female,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
col_recovr,Colombia,Yes,1,24,More than secondary,Female,NA,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
